"conf	repacc	prova	specie	comprensorio	sex	age	prelievo	riserva	altitudine	statoc	sintomi	numcamp	identif	esito	esito2	esito3	finalita	mp	pr	comune	localita	anno	mese	dtprel"
"357582	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	666 maschio	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gambara	NULL	2017	12	2017-12-17 00:00:00.000"
"357582	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gambara	NULL	2017	12	2017-12-17 00:00:00.000"
"357582	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	9	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gambara	NULL	2017	12	2017-12-17 00:00:00.000"
"357582	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gambara	NULL	2017	12	2017-12-17 00:00:00.000"
"357665	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	P	Positivo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Motta Baluffi	BOSCONE	2017	12	2017-12-17 00:00:00.000"
"357733	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cà d'Andrea	NULL	2017	12	2017-12-18 00:00:00.000"
"357733	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cà d'Andrea	NULL	2017	12	2017-12-18 00:00:00.000"
"357733	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cà d'Andrea	NULL	2017	12	2017-12-18 00:00:00.000"
"357733	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cà d'Andrea	NULL	2017	12	2017-12-18 00:00:00.000"
"357733	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cà d'Andrea	NULL	2017	12	2017-12-18 00:00:00.000"
"357733	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cà d'Andrea	NULL	2017	12	2017-12-18 00:00:00.000"
"357733	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cà d'Andrea	NULL	2017	12	2017-12-18 00:00:00.000"
"357733	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cà d'Andrea	NULL	2017	12	2017-12-18 00:00:00.000"
"357739	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Pessina Cremonese	NULL	2017	12	2017-12-18 00:00:00.000"
"357739	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Pessina Cremonese	NULL	2017	12	2017-12-18 00:00:00.000"
"357739	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Pessina Cremonese	NULL	2017	12	2017-12-18 00:00:00.000"
"357739	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Pessina Cremonese	NULL	2017	12	2017-12-18 00:00:00.000"
"357739	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Pessina Cremonese	NULL	2017	12	2017-12-18 00:00:00.000"
"357739	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Pessina Cremonese	NULL	2017	12	2017-12-18 00:00:00.000"
"357739	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Pessina Cremonese	NULL	2017	12	2017-12-18 00:00:00.000"
"361861	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Stagno Lombardo	AZ.AGR. LA PIOPPA	2017	12	2017-12-19 00:00:00.000"
"363103	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	luer	2017	12	2017-12-20 00:00:00.000"
"363109	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	chiminala	2017	12	2017-12-20 00:00:00.000"
"363119	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	luer	2017	12	2017-12-20 00:00:00.000"
"363123	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	chinala	2017	12	2017-12-20 00:00:00.000"
"363175	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	carmiglia	2017	12	2017-12-20 00:00:00.000"
"363177	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	vinceri	2017	12	2017-12-20 00:00:00.000"
"363196	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	NULL	2017	12	2017-12-20 00:00:00.000"
"363205	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gardone Riviera	pisna	2017	12	2017-12-20 00:00:00.000"
"363210	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Toscolano-Maderno	pra da fà	2017	12	2017-12-20 00:00:00.000"
"363272	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Toscolano-Maderno	mandoal	2017	12	2017-12-20 00:00:00.000"
"365530	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Pozzaglio ed Uniti	zrc olp Casalsigone	2017	12	2017-12-24 00:00:00.000"
"365530	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Pozzaglio ed Uniti	zrc olp Casalsigone	2017	12	2017-12-24 00:00:00.000"
"365530	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Pozzaglio ed Uniti	zrc olp Casalsigone	2017	12	2017-12-24 00:00:00.000"
"365565	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	698	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lonato	ZRC Ca' Nova	2017	12	2017-12-23 00:00:00.000"
"365565	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	692	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lonato	ZRC Ca' Nova	2017	12	2017-12-23 00:00:00.000"
"365565	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lonato	ZRC Ca' Nova	2017	12	2017-12-23 00:00:00.000"
"365565	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lonato	ZRC Ca' Nova	2017	12	2017-12-23 00:00:00.000"
"365565	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lonato	ZRC Ca' Nova	2017	12	2017-12-23 00:00:00.000"
"365565	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lonato	ZRC Ca' Nova	2017	12	2017-12-23 00:00:00.000"
"365565	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lonato	ZRC Ca' Nova	2017	12	2017-12-23 00:00:00.000"
"365565	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lonato	ZRC Ca' Nova	2017	12	2017-12-23 00:00:00.000"
"365565	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	9	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lonato	ZRC Ca' Nova	2017	12	2017-12-23 00:00:00.000"
"365565	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lonato	ZRC Ca' Nova	2017	12	2017-12-23 00:00:00.000"
"365644	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Villanuova sul Clisi	selva piana	2017	12	2017-12-23 00:00:00.000"
"365647	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Villanuova sul Clisi	selva piana	2017	12	2017-12-23 00:00:00.000"
"365652	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Odolo	niere	2017	12	2017-12-24 00:00:00.000"
"365657	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Odolo	niere	2017	12	2017-12-24 00:00:00.000"
"365659	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Odolo	niere	2017	12	2017-12-26 00:00:00.000"
"365668	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Odolo	niere	2017	12	2017-12-24 00:00:00.000"
"365685	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Bovezzo	grassi	2017	12	2017-12-23 00:00:00.000"
"365690	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Bovezzo	grassi	2017	12	2017-12-23 00:00:00.000"
"365693	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Bovezzo	grassi	2017	12	2017-12-23 00:00:00.000"
"365697	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Bovezzo	grassi 	2017	12	2017-12-23 00:00:00.000"
"365700	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Bovezzo	grassi	2017	12	2017-12-23 00:00:00.000"
"365754	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	NULL	2017	12	2017-12-24 00:00:00.000"
"365761	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Serle	val piana	2017	12	2017-12-23 00:00:00.000"
"365773	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	paneghette	2017	12	2017-12-24 00:00:00.000"
"365798	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Ome	S. Filippo	2017	12	2017-12-23 00:00:00.000"
"365817	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gussago	ronco	2017	12	2017-12-23 00:00:00.000"
"365831	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Ome	ruc de gnocc	2017	12	2017-12-23 00:00:00.000"
"365841	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gussago	tesa	2017	12	2017-12-23 00:00:00.000"
"365847	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brione	barche	2017	12	2017-12-23 00:00:00.000"
"365851	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Ome	san filippo	2017	12	2017-12-23 00:00:00.000"
"365860	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Ome	barche	2017	12	2017-12-23 00:00:00.000"
"365892	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	bocca grande	2017	12	2017-12-23 00:00:00.000"
"365900	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	castello	2017	12	2017-12-23 00:00:00.000"
"365906	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	castello	2017	12	2017-12-23 00:00:00.000"
"365912	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	varzellina	2017	12	2017-12-23 00:00:00.000"
"366097	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gardone Val Trompia	scartada	2017	12	2017-12-24 00:00:00.000"
"366110	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gardone Val Trompia	sughe	2017	12	2017-12-23 00:00:00.000"
"366115	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gardone Val Trompia	binno	2017	12	2017-12-23 00:00:00.000"
"366121	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gardone Riviera	san michele	2017	12	2017-12-23 00:00:00.000"
"366125	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gardone Riviera	san michele	2017	12	2017-12-23 00:00:00.000"
"366128	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gardone Riviera	san michele	2017	12	2017-12-23 00:00:00.000"
"366135	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gardone Riviera	san michele	2017	12	2017-12-23 00:00:00.000"
"366140	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gardone Riviera	san michele	2017	12	2017-12-23 00:00:00.000"
"366146	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gardone Riviera	sa michele	2017	12	2017-12-23 00:00:00.000"
"366161	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Villa Carcina	pendezza	2017	12	2017-12-23 00:00:00.000"
"366171	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Villa Carcina	sorec	2017	12	2017-12-23 00:00:00.000"
"366174	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Villa Carcina	pendezza	2017	12	2017-12-23 00:00:00.000"
"366181	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Mura	dossi	2017	12	2017-12-23 00:00:00.000"
"366186	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Treviso Bresciano	coren	2017	12	2017-12-23 00:00:00.000"
